"","key_ID","parliament_ID","session_ID","question_ID","question_number","member_ID","member_name","constituency","event_ID","date","event"
"1536",1536,42,"42-1","42-1-Q-665","Q-665",420,"Stéphane Lauzon","Stormont—Dundas—South Glengarry",2,"2017/01/30","Made an Order for Return and answer tabled "
"1537",1537,42,"42-1","42-1-Q-665","Q-665",419,"Guy Lauzon","Stormont—Dundas—South Glengarry",1,"2016/12/05","Notice"
"1538",1538,42,"42-1","42-1-Q-665","Q-665",420,"Stéphane Lauzon","Stormont—Dundas—South Glengarry",1,"2016/12/05","Notice"
"1539",1539,42,"42-1","42-1-Q-666","Q-666",710,"Kennedy Stewart","Burnaby South",1,"2016/12/05","Notice"
"1540",1540,42,"42-1","42-1-Q-666","Q-666",710,"Kennedy Stewart","Burnaby South",2,"2017/01/30","Made an Order for Return and answer tabled "
"1541",1541,42,"42-1","42-1-Q-667","Q-667",NA,NA,"Renfrew—Nipissing—Pembroke",2,"2017/01/30","Made an Order for Return and answer tabled "
"1542",1542,42,"42-1","42-1-Q-667","Q-667",NA,NA,"Renfrew—Nipissing—Pembroke",1,"2016/12/05","Notice"
"1543",1543,42,"42-1","42-1-Q-668","Q-668",NA,NA,"Renfrew—Nipissing—Pembroke",3,"2017/05/05","Made an Order for Return and supplementary answer tabled "
"1544",1544,42,"42-1","42-1-Q-668","Q-668",NA,NA,"Renfrew—Nipissing—Pembroke",2,"2017/01/30","Made an Order for Return and answer tabled "
"1545",1545,42,"42-1","42-1-Q-668","Q-668",NA,NA,"Renfrew—Nipissing—Pembroke",1,"2016/12/05","Notice"
"1546",1546,42,"42-1","42-1-Q-669","Q-669",NA,NA,"Renfrew—Nipissing—Pembroke",1,"2016/12/05","Notice"
"1547",1547,42,"42-1","42-1-Q-669","Q-669",NA,NA,"Renfrew—Nipissing—Pembroke",2,"2017/01/30","Made an Order for Return and answer tabled "
"1548",1548,42,"42-1","42-1-Q-670","Q-670",NA,NA,"Renfrew—Nipissing—Pembroke",2,"2017/01/30","Made an Order for Return and answer tabled "
"1549",1549,42,"42-1","42-1-Q-670","Q-670",NA,NA,"Renfrew—Nipissing—Pembroke",3,"2017/02/24","Made an Order for Return and supplementary answer tabled "
"1550",1550,42,"42-1","42-1-Q-670","Q-670",NA,NA,"Renfrew—Nipissing—Pembroke",1,"2016/12/05","Notice"
"1551",1551,42,"42-1","42-1-Q-671","Q-671",NA,NA,"Beauport—Côte-de-Beaupré—Île d'Orléans—Charlevoix",2,"2017/01/30","Answered"
"1552",1552,42,"42-1","42-1-Q-671","Q-671",NA,NA,"Beauport—Côte-de-Beaupré—Île d'Orléans—Charlevoix",1,"2016/12/05","Notice"
"1553",1553,42,"42-1","42-1-Q-672","Q-672",NA,NA,"Beauport—Côte-de-Beaupré—Île d'Orléans—Charlevoix",2,"2017/01/30","Answered"
"1554",1554,42,"42-1","42-1-Q-672","Q-672",NA,NA,"Beauport—Côte-de-Beaupré—Île d'Orléans—Charlevoix",1,"2016/12/05","Notice"
"1555",1555,42,"42-1","42-1-Q-673","Q-673",370,"Matt Jeneroux","Edmonton Riverbend",1,"2016/12/05","Notice"
"1556",1556,42,"42-1","42-1-Q-673","Q-673",370,"Matt Jeneroux","Edmonton Riverbend",2,"2017/01/30","Answered"
"1557",1557,42,"42-1","42-1-Q-674","Q-674",370,"Matt Jeneroux","Edmonton Riverbend",4,"2017/02/09","Made an Order for Return and supplementary answer tabled "
"1558",1558,42,"42-1","42-1-Q-674","Q-674",370,"Matt Jeneroux","Edmonton Riverbend",5,"2017/02/13","Made an Order for Return and supplementary answer tabled "
"1559",1559,42,"42-1","42-1-Q-674","Q-674",370,"Matt Jeneroux","Edmonton Riverbend",3,"2017/02/08","Made an Order for Return and supplementary answer tabled "
"1560",1560,42,"42-1","42-1-Q-674","Q-674",370,"Matt Jeneroux","Edmonton Riverbend",1,"2016/12/05","Notice"
"1561",1561,42,"42-1","42-1-Q-674","Q-674",370,"Matt Jeneroux","Edmonton Riverbend",2,"2017/01/30","Made an Order for Return and answer tabled "
"1562",1562,42,"42-1","42-1-Q-675","Q-675",370,"Matt Jeneroux","Edmonton Riverbend",3,"2017/02/24","Made an Order for Return and supplementary answer tabled "
"1563",1563,42,"42-1","42-1-Q-675","Q-675",370,"Matt Jeneroux","Edmonton Riverbend",2,"2017/01/30","Made an Order for Return and answer tabled "
"1564",1564,42,"42-1","42-1-Q-675","Q-675",370,"Matt Jeneroux","Edmonton Riverbend",1,"2016/12/05","Notice"
"1565",1565,42,"42-1","42-1-Q-676","Q-676",9,"Harold Albrecht","Kitchener—Conestoga",2,"2017/01/30","Answered"
"1566",1566,42,"42-1","42-1-Q-676","Q-676",9,"Harold Albrecht","Kitchener—Conestoga",1,"2016/12/05","Notice"
"1567",1567,42,"42-1","42-1-Q-677","Q-677",9,"Harold Albrecht","Kitchener—Conestoga",1,"2016/12/05","Notice"
"1568",1568,42,"42-1","42-1-Q-677","Q-677",9,"Harold Albrecht","Kitchener—Conestoga",3,"2017/02/24","Made an Order for Return and supplementary answer tabled "
"1569",1569,42,"42-1","42-1-Q-677","Q-677",9,"Harold Albrecht","Kitchener—Conestoga",2,"2017/01/30","Made an Order for Return and answer tabled "
"1570",1570,42,"42-1","42-1-Q-678","Q-678",9,"Harold Albrecht","Kitchener—Conestoga",3,"2017/02/08","Made an Order for Return and supplementary answer tabled "
"1571",1571,42,"42-1","42-1-Q-678","Q-678",9,"Harold Albrecht","Kitchener—Conestoga",1,"2016/12/05","Notice"
"1572",1572,42,"42-1","42-1-Q-678","Q-678",9,"Harold Albrecht","Kitchener—Conestoga",2,"2017/01/30","Made an Order for Return and answer tabled "
"1573",1573,42,"42-1","42-1-Q-679","Q-679",9,"Harold Albrecht","Kitchener—Conestoga",2,"2017/01/30","Made an Order for Return and answer tabled "
"1574",1574,42,"42-1","42-1-Q-679","Q-679",9,"Harold Albrecht","Kitchener—Conestoga",1,"2016/12/05","Notice"
"1575",1575,42,"42-1","42-1-Q-679","Q-679",9,"Harold Albrecht","Kitchener—Conestoga",3,"2017/02/24","Made an Order for Return and supplementary answer tabled "
"1576",1576,42,"42-1","42-1-Q-680","Q-680",677,"Martin Shields","Bow River",1,"2016/12/05","Notice"
"1577",1577,42,"42-1","42-1-Q-680","Q-680",677,"Martin Shields","Bow River",2,"2017/01/30","Answered"
"1578",1578,42,"42-1","42-1-Q-681","Q-681",677,"Martin Shields","Bow River",2,"2017/01/30","Made an Order for Return and answer tabled "
"1579",1579,42,"42-1","42-1-Q-681","Q-681",677,"Martin Shields","Bow River",1,"2016/12/05","Notice"
"1580",1580,42,"42-1","42-1-Q-681","Q-681",677,"Martin Shields","Bow River",3,"2017/02/24","Made an Order for Return and supplementary answer tabled "
"1581",1581,42,"42-1","42-1-Q-682","Q-682",677,"Martin Shields","Bow River",2,"2017/01/30","Made an Order for Return and answer tabled "
"1582",1582,42,"42-1","42-1-Q-682","Q-682",677,"Martin Shields","Bow River",1,"2016/12/05","Notice"
"1583",1583,42,"42-1","42-1-Q-683","Q-683",677,"Martin Shields","Bow River",2,"2017/01/30","Made an Order for Return and answer tabled "
"1584",1584,42,"42-1","42-1-Q-683","Q-683",677,"Martin Shields","Bow River",1,"2016/12/05","Notice"
"1585",1585,42,"42-1","42-1-Q-684","Q-684",37,"Robert Aubin","Trois-Rivières",2,"2017/01/30","Answered"
"1586",1586,42,"42-1","42-1-Q-684","Q-684",37,"Robert Aubin","Trois-Rivières",1,"2016/12/06","Notice"
"1587",1587,42,"42-1","42-1-Q-685","Q-685",610,"Anne Minh-Thu Quach","Salaberry—Suroît",1,"2016/12/06","Notice"
"1588",1588,42,"42-1","42-1-Q-685","Q-685",610,"Anne Minh-Thu Quach","Salaberry—Suroît",2,"2017/01/30","Made an Order for Return and answer tabled "
"1589",1589,42,"42-1","42-1-Q-686","Q-686",227,"Matthew Dubé","Beloeil—Chambly",2,"2017/01/30","Made an Order for Return and answer tabled "
"1590",1590,42,"42-1","42-1-Q-686","Q-686",227,"Matthew Dubé","Beloeil—Chambly",1,"2016/12/06","Notice"
"1591",1591,42,"42-1","42-1-Q-687","Q-687",227,"Matthew Dubé","Beloeil—Chambly",1,"2016/12/06","Notice"
"1592",1592,42,"42-1","42-1-Q-687","Q-687",227,"Matthew Dubé","Beloeil—Chambly",2,"2017/01/30","Made an Order for Return and answer tabled "
"1593",1593,42,"42-1","42-1-Q-688","Q-688",744,"Karine Trudel","Jonquière",2,"2017/01/30","Answered"
"1594",1594,42,"42-1","42-1-Q-688","Q-688",744,"Karine Trudel","Jonquière",1,"2016/12/06","Notice"
"1595",1595,42,"42-1","42-1-Q-689","Q-689",744,"Karine Trudel","Jonquière",2,"2017/01/30","Made an Order for Return and answer tabled "
"1596",1596,42,"42-1","42-1-Q-689","Q-689",744,"Karine Trudel","Jonquière",1,"2016/12/06","Notice"
"1597",1597,42,"42-1","42-1-Q-690","Q-690",653,"Brigitte Sansoucy","Saint-Hyacinthe—Bagot",2,"2017/01/30","Made an Order for Return and answer tabled "
"1598",1598,42,"42-1","42-1-Q-690","Q-690",653,"Brigitte Sansoucy","Saint-Hyacinthe—Bagot",1,"2016/12/06","Notice"
"1599",1599,42,"42-1","42-1-Q-691","Q-691",653,"Brigitte Sansoucy","Saint-Hyacinthe—Bagot",1,"2016/12/06","Notice"
"1600",1600,42,"42-1","42-1-Q-691","Q-691",653,"Brigitte Sansoucy","Saint-Hyacinthe—Bagot",2,"2017/01/30","Made an Order for Return and answer tabled "
"1601",1601,42,"42-1","42-1-Q-692","Q-692",236,"Pierre-Luc Dusseault","Sherbrooke",2,"2017/01/30","Made an Order for Return and answer tabled "
"1602",1602,42,"42-1","42-1-Q-692","Q-692",236,"Pierre-Luc Dusseault","Sherbrooke",1,"2016/12/06","Notice"
"1603",1603,42,"42-1","42-1-Q-693","Q-693",236,"Pierre-Luc Dusseault","Sherbrooke",2,"2017/01/30","Made an Order for Return and answer tabled "
"1604",1604,42,"42-1","42-1-Q-693","Q-693",236,"Pierre-Luc Dusseault","Sherbrooke",1,"2016/12/06","Notice"
"1605",1605,42,"42-1","42-1-Q-694","Q-694",236,"Pierre-Luc Dusseault","Sherbrooke",2,"2017/01/30","Answered"
"1606",1606,42,"42-1","42-1-Q-694","Q-694",236,"Pierre-Luc Dusseault","Sherbrooke",1,"2016/12/06","Notice"
"1607",1607,42,"42-1","42-1-Q-695","Q-695",236,"Pierre-Luc Dusseault","Sherbrooke",1,"2016/12/06","Notice"
"1608",1608,42,"42-1","42-1-Q-695","Q-695",236,"Pierre-Luc Dusseault","Sherbrooke",2,"2017/01/30","Made an Order for Return and answer tabled "
"1609",1609,42,"42-1","42-1-Q-696","Q-696",399,"Tom Kmiec","Calgary Shepard",2,"2017/01/30","Made an Order for Return and answer tabled "
"1610",1610,42,"42-1","42-1-Q-696","Q-696",399,"Tom Kmiec","Calgary Shepard",3,"2017/02/24","Made an Order for Return and supplementary answer tabled "
"1611",1611,42,"42-1","42-1-Q-696","Q-696",399,"Tom Kmiec","Calgary Shepard",1,"2016/12/06","Notice"
"1612",1612,42,"42-1","42-1-Q-697","Q-697",NA,NA,"Carlton Trail—Eagle Creek",1,"2016/12/06","Notice"
"1613",1613,42,"42-1","42-1-Q-697","Q-697",NA,NA,"Carlton Trail—Eagle Creek",2,"2017/01/30","Answered"
"1614",1614,42,"42-1","42-1-Q-698","Q-698",48,"John Barlow","Foothills",2,"2017/01/30","Made an Order for Return and answer tabled "
"1615",1615,42,"42-1","42-1-Q-698","Q-698",48,"John Barlow","Foothills",1,"2016/12/06","Notice"
"1616",1616,42,"42-1","42-1-Q-699","Q-699",48,"John Barlow","Foothills",2,"2017/01/30","Made an Order for Return and answer tabled "
"1617",1617,42,"42-1","42-1-Q-699","Q-699",48,"John Barlow","Foothills",1,"2016/12/06","Notice"
"1618",1618,42,"42-1","42-1-Q-700","Q-700",48,"John Barlow","Foothills",1,"2016/12/06","Notice"
"1619",1619,42,"42-1","42-1-Q-700","Q-700",48,"John Barlow","Foothills",2,"2017/01/30","Made an Order for Return and answer tabled "
"1620",1620,42,"42-1","42-1-Q-701","Q-701",48,"John Barlow","Foothills",2,"2016/04/20","Answer tabled"
"1621",1621,42,"42-1","42-1-Q-701","Q-701",48,"John Barlow","Foothills",5,"2017/01/30","Made an Order for Return and answer tabled "
"1622",1622,42,"42-1","42-1-Q-701","Q-701",48,"John Barlow","Foothills",6,"2017/02/24","Made an Order for Return and supplementary answer tabled "
"1623",1623,42,"42-1","42-1-Q-701","Q-701",48,"John Barlow","Foothills",1,"2016/02/25","Notice"
"1624",1624,42,"42-1","42-1-Q-701","Q-701",48,"John Barlow","Foothills",4,"2016/12/06","Notice"
"1625",1625,42,"42-1","42-1-Q-701","Q-701",48,"John Barlow","Foothills",3,"2016/04/21","Made an Order for Return and answer tabled"
"1626",1626,42,"42-1","42-1-Q-702","Q-702",121,"Patrick Brown","Leeds—Grenville—Thousand Islands and Rideau Lakes",1,"2016/12/06","Notice"
"1627",1627,42,"42-1","42-1-Q-702","Q-702",118,"Bonnie Brown","Leeds—Grenville—Thousand Islands and Rideau Lakes",1,"2016/12/06","Notice"
"1628",1628,42,"42-1","42-1-Q-702","Q-702",120,"Lois Brown","Leeds—Grenville—Thousand Islands and Rideau Lakes",1,"2016/12/06","Notice"
"1629",1629,42,"42-1","42-1-Q-702","Q-702",119,"Gordon Brown","Leeds—Grenville—Thousand Islands and Rideau Lakes",1,"2016/12/06","Notice"
"1630",1630,42,"42-1","42-1-Q-702","Q-702",121,"Patrick Brown","Leeds—Grenville—Thousand Islands and Rideau Lakes",2,"2017/01/30","Answered"
"1631",1631,42,"42-1","42-1-Q-702","Q-702",118,"Bonnie Brown","Leeds—Grenville—Thousand Islands and Rideau Lakes",2,"2017/01/30","Answered"
"1632",1632,42,"42-1","42-1-Q-702","Q-702",120,"Lois Brown","Leeds—Grenville—Thousand Islands and Rideau Lakes",2,"2017/01/30","Answered"
"1633",1633,42,"42-1","42-1-Q-702","Q-702",119,"Gordon Brown","Leeds—Grenville—Thousand Islands and Rideau Lakes",2,"2017/01/30","Answered"
"1634",1634,42,"42-1","42-1-Q-703","Q-703",119,"Gordon Brown","Leeds—Grenville—Thousand Islands and Rideau Lakes",1,"2016/12/06","Notice"
"1635",1635,42,"42-1","42-1-Q-703","Q-703",118,"Bonnie Brown","Leeds—Grenville—Thousand Islands and Rideau Lakes",1,"2016/12/06","Notice"
"1636",1636,42,"42-1","42-1-Q-703","Q-703",121,"Patrick Brown","Leeds—Grenville—Thousand Islands and Rideau Lakes",1,"2016/12/06","Notice"
"1637",1637,42,"42-1","42-1-Q-703","Q-703",120,"Lois Brown","Leeds—Grenville—Thousand Islands and Rideau Lakes",1,"2016/12/06","Notice"
"1638",1638,42,"42-1","42-1-Q-703","Q-703",119,"Gordon Brown","Leeds—Grenville—Thousand Islands and Rideau Lakes",2,"2017/01/30","Made an Order for Return and answer tabled "
"1639",1639,42,"42-1","42-1-Q-703","Q-703",118,"Bonnie Brown","Leeds—Grenville—Thousand Islands and Rideau Lakes",2,"2017/01/30","Made an Order for Return and answer tabled "
"1640",1640,42,"42-1","42-1-Q-703","Q-703",121,"Patrick Brown","Leeds—Grenville—Thousand Islands and Rideau Lakes",2,"2017/01/30","Made an Order for Return and answer tabled "
"1641",1641,42,"42-1","42-1-Q-703","Q-703",120,"Lois Brown","Leeds—Grenville—Thousand Islands and Rideau Lakes",2,"2017/01/30","Made an Order for Return and answer tabled "
"1642",1642,42,"42-1","42-1-Q-703","Q-703",119,"Gordon Brown","Leeds—Grenville—Thousand Islands and Rideau Lakes",3,"2017/02/24","Made an Order for Return and supplementary answer tabled "
"1643",1643,42,"42-1","42-1-Q-703","Q-703",118,"Bonnie Brown","Leeds—Grenville—Thousand Islands and Rideau Lakes",3,"2017/02/24","Made an Order for Return and supplementary answer tabled "
"1644",1644,42,"42-1","42-1-Q-703","Q-703",121,"Patrick Brown","Leeds—Grenville—Thousand Islands and Rideau Lakes",3,"2017/02/24","Made an Order for Return and supplementary answer tabled "
"1645",1645,42,"42-1","42-1-Q-703","Q-703",120,"Lois Brown","Leeds—Grenville—Thousand Islands and Rideau Lakes",3,"2017/02/24","Made an Order for Return and supplementary answer tabled "
"1646",1646,42,"42-1","42-1-Q-704","Q-704",697,"Robert Sopuck","Dauphin—Swan River—Neepawa",2,"2017/01/30","Made an Order for Return and answer tabled "
"1647",1647,42,"42-1","42-1-Q-704","Q-704",697,"Robert Sopuck","Dauphin—Swan River—Neepawa",1,"2016/12/06","Notice"
"1648",1648,42,"42-1","42-1-Q-705","Q-705",801,"Bob Zimmer","Prince George—Peace River—Northern Rockies",2,"2017/01/30","Made an Order for Return and answer tabled "
"1649",1649,42,"42-1","42-1-Q-705","Q-705",801,"Bob Zimmer","Prince George—Peace River—Northern Rockies",1,"2016/12/06","Notice"
"1650",1650,42,"42-1","42-1-Q-706","Q-706",801,"Bob Zimmer","Prince George—Peace River—Northern Rockies",3,"2017/02/07","Made an Order for Return and supplementary answer tabled "
"1651",1651,42,"42-1","42-1-Q-706","Q-706",801,"Bob Zimmer","Prince George—Peace River—Northern Rockies",2,"2017/01/30","Made an Order for Return and answer tabled "
"1652",1652,42,"42-1","42-1-Q-706","Q-706",801,"Bob Zimmer","Prince George—Peace River—Northern Rockies",1,"2016/12/06","Notice"
"1653",1653,42,"42-1","42-1-Q-707","Q-707",715,"Mark Strahl","Chilliwack—Hope",1,"2016/12/06","Notice"
"1654",1654,42,"42-1","42-1-Q-707","Q-707",714,"Chuck Strahl","Chilliwack—Hope",1,"2016/12/06","Notice"
"1655",1655,42,"42-1","42-1-Q-707","Q-707",715,"Mark Strahl","Chilliwack—Hope",2,"2017/01/30","Made an Order for Return and answer tabled "
"1656",1656,42,"42-1","42-1-Q-707","Q-707",714,"Chuck Strahl","Chilliwack—Hope",2,"2017/01/30","Made an Order for Return and answer tabled "
"1657",1657,42,"42-1","42-1-Q-708","Q-708",217,"Todd Doherty","Cariboo—Prince George",2,"2017/01/30","Made an Order for Return and answer tabled "
"1658",1658,42,"42-1","42-1-Q-708","Q-708",217,"Todd Doherty","Cariboo—Prince George",1,"2016/12/06","Notice"
"1659",1659,42,"42-1","42-1-Q-709","Q-709",217,"Todd Doherty","Cariboo—Prince George",1,"2016/12/06","Notice"
"1660",1660,42,"42-1","42-1-Q-709","Q-709",217,"Todd Doherty","Cariboo—Prince George",2,"2017/01/30","Made an Order for Return and answer tabled "
"1661",1661,42,"42-1","42-1-Q-710","Q-710",217,"Todd Doherty","Cariboo—Prince George",2,"2017/01/30","Made an Order for Return and answer tabled "
"1662",1662,42,"42-1","42-1-Q-710","Q-710",217,"Todd Doherty","Cariboo—Prince George",1,"2016/12/06","Notice"
"1663",1663,42,"42-1","42-1-Q-711","Q-711",NA,NA,"Kamloops—Thompson—Cariboo",2,"2017/01/30","Made an Order for Return and answer tabled "
"1664",1664,42,"42-1","42-1-Q-711","Q-711",NA,NA,"Kamloops—Thompson—Cariboo",1,"2016/12/06","Notice"
"1665",1665,42,"42-1","42-1-Q-712","Q-712",72,"Luc Berthold","Mégantic—L'Érable",2,"2017/01/30","Made an Order for Return and answer tabled "
"1666",1666,42,"42-1","42-1-Q-712","Q-712",72,"Luc Berthold","Mégantic—L'Érable",1,"2016/12/06","Notice"
"1667",1667,42,"42-1","42-1-Q-713","Q-713",72,"Luc Berthold","Mégantic—L'Érable",2,"2017/01/30","Made an Order for Return and answer tabled "
"1668",1668,42,"42-1","42-1-Q-713","Q-713",72,"Luc Berthold","Mégantic—L'Érable",1,"2016/12/06","Notice"
"1669",1669,42,"42-1","42-1-Q-714","Q-714",17,"Dean Allison","Niagara West",2,"2017/01/30","Made an Order for Return and answer tabled "
"1670",1670,42,"42-1","42-1-Q-714","Q-714",17,"Dean Allison","Niagara West",1,"2016/12/06","Notice"
"1671",1671,42,"42-1","42-1-Q-715","Q-715",17,"Dean Allison","Niagara West",1,"2016/12/06","Notice"
"1672",1672,42,"42-1","42-1-Q-715","Q-715",17,"Dean Allison","Niagara West",2,"2017/01/30","Made an Order for Return and answer tabled "
"1673",1673,42,"42-1","42-1-Q-716","Q-716",17,"Dean Allison","Niagara West",2,"2017/01/30","Made an Order for Return and answer tabled "
"1674",1674,42,"42-1","42-1-Q-716","Q-716",17,"Dean Allison","Niagara West",1,"2016/12/06","Notice"
"1675",1675,42,"42-1","42-1-Q-717","Q-717",678,"Bev Shipley","Lambton—Kent—Middlesex",2,"2017/01/30","Made an Order for Return and answer tabled "
"1676",1676,42,"42-1","42-1-Q-717","Q-717",678,"Bev Shipley","Lambton—Kent—Middlesex",1,"2016/12/06","Notice"
"1677",1677,42,"42-1","42-1-Q-718","Q-718",678,"Bev Shipley","Lambton—Kent—Middlesex",2,"2017/01/30","Made an Order for Return and answer tabled "
"1678",1678,42,"42-1","42-1-Q-718","Q-718",678,"Bev Shipley","Lambton—Kent—Middlesex",1,"2016/12/06","Notice"
"1679",1679,42,"42-1","42-1-Q-719","Q-719",678,"Bev Shipley","Lambton—Kent—Middlesex",1,"2016/12/06","Notice"
"1680",1680,42,"42-1","42-1-Q-719","Q-719",678,"Bev Shipley","Lambton—Kent—Middlesex",2,"2017/01/30","Made an Order for Return and answer tabled "
"1681",1681,42,"42-1","42-1-Q-720","Q-720",678,"Bev Shipley","Lambton—Kent—Middlesex",2,"2017/01/30","Made an Order for Return and answer tabled "
"1682",1682,42,"42-1","42-1-Q-720","Q-720",678,"Bev Shipley","Lambton—Kent—Middlesex",1,"2016/12/06","Notice"
"1683",1683,42,"42-1","42-1-Q-721","Q-721",165,"Rob Clarke","Beauport—Limoilou",1,"2016/12/06","Notice"
"1684",1684,42,"42-1","42-1-Q-721","Q-721",164,"Alupa Clarke","Beauport—Limoilou",1,"2016/12/06","Notice"
"1685",1685,42,"42-1","42-1-Q-721","Q-721",165,"Rob Clarke","Beauport—Limoilou",2,"2017/01/30","Made an Order for Return and answer tabled "
"1686",1686,42,"42-1","42-1-Q-721","Q-721",164,"Alupa Clarke","Beauport—Limoilou",2,"2017/01/30","Made an Order for Return and answer tabled "
"1687",1687,42,"42-1","42-1-Q-722","Q-722",422,"Hélène Laverdière","Laurier—Sainte-Marie",2,"2017/01/30","Made an Order for Return and answer tabled "
"1688",1688,42,"42-1","42-1-Q-722","Q-722",422,"Hélène Laverdière","Laurier—Sainte-Marie",1,"2016/12/06","Notice"
"1689",1689,42,"42-1","42-1-Q-723","Q-723",111,"John Brassard","Barrie—Innisfil",1,"2016/12/06","Notice"
"1690",1690,42,"42-1","42-1-Q-723","Q-723",111,"John Brassard","Barrie—Innisfil",2,"2017/01/30","Made an Order for Return and answer tabled "
"1691",1691,42,"42-1","42-1-Q-724","Q-724",111,"John Brassard","Barrie—Innisfil",2,"2017/01/30","Made an Order for Return and answer tabled "
"1692",1692,42,"42-1","42-1-Q-724","Q-724",111,"John Brassard","Barrie—Innisfil",1,"2016/12/06","Notice"
"1693",1693,42,"42-1","42-1-Q-725","Q-725",491,"Kelly McCauley","Edmonton West",1,"2016/12/06","Notice"
"1694",1694,42,"42-1","42-1-Q-725","Q-725",491,"Kelly McCauley","Edmonton West",2,"2017/01/30","Answered"
"1695",1695,42,"42-1","42-1-Q-726","Q-726",491,"Kelly McCauley","Edmonton West",1,"2016/12/06","Notice"
"1696",1696,42,"42-1","42-1-Q-726","Q-726",491,"Kelly McCauley","Edmonton West",2,"2017/01/30","Answered"
"1697",1697,42,"42-1","42-1-Q-727","Q-727",NA,NA,"Elgin—Middlesex—London",3,"2017/02/08","Made an Order for Return and supplementary answer tabled "
"1698",1698,42,"42-1","42-1-Q-727","Q-727",NA,NA,"Elgin—Middlesex—London",1,"2016/12/06","Notice"
"1699",1699,42,"42-1","42-1-Q-727","Q-727",NA,NA,"Elgin—Middlesex—London",2,"2017/01/30","Made an Order for Return and answer tabled "
"1700",1700,42,"42-1","42-1-Q-728","Q-728",NA,NA,"Elgin—Middlesex—London",1,"2016/12/06","Notice"
"1701",1701,42,"42-1","42-1-Q-728","Q-728",NA,NA,"Elgin—Middlesex—London",2,"2017/01/30","Made an Order for Return and answer tabled "
"1702",1702,42,"42-1","42-1-Q-729","Q-729",17,"Dean Allison","Niagara West",2,"2017/01/30","Made an Order for Return and answer tabled "
"1703",1703,42,"42-1","42-1-Q-729","Q-729",17,"Dean Allison","Niagara West",1,"2016/12/06","Notice"
"1704",1704,42,"42-1","42-1-Q-730","Q-730",NA,NA,"Lakeland",2,"2017/01/30","Made an Order for Return and answer tabled "
"1705",1705,42,"42-1","42-1-Q-730","Q-730",NA,NA,"Lakeland",1,"2016/12/07","Notice"
"1706",1706,42,"42-1","42-1-Q-731","Q-731",398,"Robert Kitchen","Souris—Moose Mountain",2,"2017/01/30","Made an Order for Return and answer tabled "
"1707",1707,42,"42-1","42-1-Q-731","Q-731",398,"Robert Kitchen","Souris—Moose Mountain",1,"2016/12/07","Notice"
"1708",1708,42,"42-1","42-1-Q-732","Q-732",398,"Robert Kitchen","Souris—Moose Mountain",1,"2016/12/07","Notice"
"1709",1709,42,"42-1","42-1-Q-732","Q-732",398,"Robert Kitchen","Souris—Moose Mountain",2,"2017/01/30","Made an Order for Return and answer tabled "
"1710",1710,42,"42-1","42-1-Q-733","Q-733",398,"Robert Kitchen","Souris—Moose Mountain",2,"2017/01/30","Made an Order for Return and answer tabled "
"1711",1711,42,"42-1","42-1-Q-733","Q-733",398,"Robert Kitchen","Souris—Moose Mountain",1,"2016/12/07","Notice"
"1712",1712,42,"42-1","42-1-Q-734","Q-734",398,"Robert Kitchen","Souris—Moose Mountain",2,"2017/01/30","Answered"
"1713",1713,42,"42-1","42-1-Q-734","Q-734",398,"Robert Kitchen","Souris—Moose Mountain",1,"2016/12/07","Notice"
"1714",1714,42,"42-1","42-1-Q-735","Q-735",453,"Tom Lukiwski","Moose Jaw—Lake Centre—Lanigan",3,"2017/02/07","Made an Order for Return and supplementary answer tabled "
"1715",1715,42,"42-1","42-1-Q-735","Q-735",453,"Tom Lukiwski","Moose Jaw—Lake Centre—Lanigan",2,"2017/01/30","Made an Order for Return and answer tabled "
"1716",1716,42,"42-1","42-1-Q-735","Q-735",453,"Tom Lukiwski","Moose Jaw—Lake Centre—Lanigan",1,"2016/12/07","Notice"
"1717",1717,42,"42-1","42-1-Q-736","Q-736",300,"Marilyn Gladu","Sarnia—Lambton",2,"2017/01/30","Made an Order for Return and answer tabled "
"1718",1718,42,"42-1","42-1-Q-736","Q-736",300,"Marilyn Gladu","Sarnia—Lambton",1,"2016/12/07","Notice"
"1719",1719,42,"42-1","42-1-Q-737","Q-737",300,"Marilyn Gladu","Sarnia—Lambton",1,"2016/12/07","Notice"
"1720",1720,42,"42-1","42-1-Q-737","Q-737",300,"Marilyn Gladu","Sarnia—Lambton",2,"2017/01/30","Answered"
"1721",1721,42,"42-1","42-1-Q-738","Q-738",300,"Marilyn Gladu","Sarnia—Lambton",1,"2015/11/04","Notice"
"1722",1722,42,"42-1","42-1-Q-738","Q-738",300,"Marilyn Gladu","Sarnia—Lambton",2,"2017/01/30","Made an Order for Return and answer tabled "
"1723",1723,42,"42-1","42-1-Q-739","Q-739",300,"Marilyn Gladu","Sarnia—Lambton",2,"2017/01/30","Made an Order for Return and answer tabled "
"1724",1724,42,"42-1","42-1-Q-739","Q-739",300,"Marilyn Gladu","Sarnia—Lambton",1,"2016/12/07","Notice"
"1725",1725,42,"42-1","42-1-Q-740","Q-740",578,"Pierre Paul-Hus","Charlesbourg—Haute-Saint-Charles",2,"2017/01/30","Answered"
"1726",1726,42,"42-1","42-1-Q-740","Q-740",578,"Pierre Paul-Hus","Charlesbourg—Haute-Saint-Charles",1,"2016/12/07","Notice"
